seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr1	18629355	18647486	18132	*	18.742	0.045	354	PAX7	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	55226167	55234472	8306	*	18.737	0.034	355	CCNO, MCIDAS, LOC105378973, AC026704.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	113461826	113481588	19763	*	18.704	0.067	356	LHX5, LHX5-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	75399824	75405591	5768	*	18.699	0.05	357	ZNF503, ZNF503-AS2, AC010997.3	5UTRs, cpg_islands, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	118979006	118994998	15993	*	18.697	0.141	358	TBX15	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr19	3369541	3369725	185	*	18.672	0.275	359	NFIC	cpg_islands, enhancers_fantom, introns
chr1	224615603	224618708	3106	*	18.652	0.033	360	CNIH3, CNIH3-AS2, AC096537.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr13	49219758	49221472	1715	*	18.614	0.101	361	MLNR	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	110606235	110608394	2160	*	18.589	0.04	362	KCNA2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	45217400	45217818	419	*	18.582	-0.066	363	EXOC3L2, MARK4	cpg_islands, cpg_shores, exons, introns
chr9	37025054	37032256	7203	*	18.548	0.062	364	PAX5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	149987846	149992004	4159	*	18.542	0.034	365		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr16	56625078	56626478	1401	*	18.533	0.078	366	MT1E	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	20670326	20672465	2140	*	18.53	0.334	367	GDF7	3UTRs, cpg_islands, cpg_shores, exons, introns
chr17	48738069	48740467	2399	*	18.522	0.091	368		cpg_inter, intergenic
chr1	220876588	220877645	1058	*	18.511	0.102	369	HLX-AS1, MTARC1	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr8	11675916	11688187	12272	*	18.501	0.067	370	GATA4	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	101559554	101561831	2278	*	18.467	0.149	371	DIO3, DIO3OS, MIR1247	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	40281855	40283888	2034	*	18.458	0.043	372	ANKRD63, PLCB2	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr16	73062750	73067059	4310	*	18.412	0.079	373	ZFHX3	cpg_islands, cpg_shores, enhancers_fantom, introns
chr12	57626907	57628718	1812	*	18.383	0.119	374	B4GALNT1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr1	181317246	181319472	2227	*	18.372	0.051	375	CACNA1E	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	45000323	45003024	2702	*	18.333	0.099	376		cpg_islands, cpg_shores, intergenic
chr14	36644974	36668106	23133	*	18.306	0.085	377	PAX9, LOC105370455, AL079303.1, AL132857.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	126725659	126728032	2374	*	18.294	0.142	378	LINC00943	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	49962851	49967444	4594	*	18.264	0.072	379		cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr6	149936856	149942626	5771	*	18.244	0.046	380	ULBP2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr8	22048349	22049559	1211	*	18.238	0.076	381	FGF17, DMTN	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	101456430	101459790	3361	*	18.236	0.09	382	AL049836.2	cpg_islands, cpg_shores, exons, intergenic, introns, lncrna_gencode
chr11	124758022	124759202	1181	*	18.228	0.116	383	ESAM, ESAM-AS1, AP000866.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	44932081	44946580	14500	*	18.196	0.107	384	SIX3, LINC01833, SIX3-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	86362968	86367873	4906	*	18.167	0.036	385	GRID1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	89401584	89413872	12289	*	18.157	0.068	386	MIR9-3HG	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns
chr14	92322349	92324719	2371	*	18.155	0.048	387	SLC24A4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	74935568	74936939	1372	*	18.13	0.089	388	OTOP3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	129956659	129973291	16633	*	18.106	0.092	389	EBF3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	109128017	109130549	2533	*	18.096	0.014	390	SH3RF3, SH3RF3-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54019726	54020244	519	*	18.066	0.119	391	HOXC4, HOXC5, HOXC6, AC012531.1, AC012531.2	cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	72239299	72241825	2527	*	18.064	0.03	392	PHOX2A	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	136195224	136200592	5369	*	18.061	0.008	393	LHX3	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, intergenic, introns
chr13	50128716	50133576	4861	*	18.043	0.071	394	DLEU1	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr1	37633109	37636485	3377	*	18.036	0.055	395	RSPO1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	19360705	19364390	3686	*	18.029	0.075	396		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr17	79789543	79790578	1036	*	18.007	0.101	397		cpg_islands, cpg_shores, intergenic
chr5	43037766	43043585	5820	*	17.984	-0.001	398	ANXA2R, ANXA2R-AS1, ANXA2R-OT1, AC025171.1, AC025171.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	129371267	129376823	5557	*	17.969	0.058	399	BARX2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	27130205	27131468	1264	*	17.947	0.255	400	HOXA4, HOXA-AS2, HOXA-AS3, HOXA3, AC004080.6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	73230070	73234795	4726	*	17.938	0.11	401	AC116345.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr10	101062443	101063828	1386	*	17.936	0.075	402	KAZALD1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	21964081	21971614	7534	*	17.87	0.163	403	CDKN2A, CDKN2A-DT, MTAP	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54025134	54030098	4965	*	17.786	0.057	404	HOXC6, HOXC4, HOXC5, AC012531.2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	128684771	128687643	2873	*	17.753	0.002	405	FLI1, LOC101929538, LOC105369568, AP001122.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	23189074	23206168	17095	*	17.75	0.076	406	C10orf67, PTF1A	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr10	8033793	8057891	24099	*	17.72	0.063	407	GATA3, GATA3-AS1, AL390294.1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr20	2804873	2805738	866	*	17.709	0.201	408		cpg_inter, intergenic
chr10	22320017	22322685	2669	*	17.674	0.008	409	COMMD3, BMI1, COMMD3-BMI1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	39671090	39672839	1750	*	17.672	0.094	410	NT5C1A	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	48969766	48974443	4678	*	17.651	0.109	411	WNT10B	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr12	54018641	54019492	852	*	17.586	0.345	412	HOXC4, HOXC5, HOXC6, AC012531.2	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode, promoters
chr10	22474606	22477603	2998	*	17.584	0.145	413	AL513128.2, AL513128.3	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr3	147404393	147425399	21007	*	17.549	0.134	414	ZIC1, ZIC4, LOC440982	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	54039029	54040615	1587	*	17.533	-0.066	415	HOXC4	cpg_inter, enhancers_fantom, introns
chr20	58854203	58855113	911	*	17.528	-0.045	416	GNAS	cpg_islands, exons, firstexons, introns
chr3	129003392	129004140	749	*	17.495	0.005	417	EFCC1, CFAP92	cpg_islands, cpg_shores, exons, introns, promoters
chr17	47732971	47734528	1558	*	17.482	0.014	418	TBX21	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	45128492	45130144	1653	*	17.479	0.152	419	DUOX1, DUOXA1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	138943085	138947801	4717	*	17.475	0.054	420	FOXL2, FOXL2NB, LINC01391	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	170711096	170718584	7489	*	17.439	0.057	421	SP5, LINC01124, ERICH2-DT, AC007405.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	49089250	49093320	4071	*	17.398	0.08	422	DHH, LOC105369759, AC011603.1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	23698505	23715934	17430	*	17.371	0.089	423	NKX2-6, LOC101929258, LOC107986930, AC012574.1, AC012574.2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr18	902692	911899	9208	*	17.365	0.079	424	ADCYAP1, AP000894.2, AP000894.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	232350864	232352664	1801	*	17.357	0.027	425		cpg_islands, cpg_shores, exons, firstexons, promoters
chr17	34577416	34583260	5845	*	17.321	0.022	426	TMEM132E, TMEM132E-DT, C17orf102	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr22	45970095	45972777	2683	*	17.315	0.061	427	WNT7B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	173510573	173512853	2281	*	17.3	0.231	428	LOC101928409, AC093849.2	cpg_shelves, cpg_shores, exons, firstexons, intergenic, lncrna_gencode
chr10	23692899	23696339	3441	*	17.254	0.051	429	KIAA1217	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	123085499	123095843	10345	*	17.25	0.083	430	PRDM6, PRDM6-AS1, AC106786.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	49606029	49615272	9244	*	17.245	0.114	431	SLC18A3, CHAT	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr6	108156243	108176777	20535	*	17.234	0.102	432	NR2E1, OSTM1, OSTM1-AS1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	1170980	1172979	2000	*	17.211	0.033	433	LOC100130872, SPON2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	46296462	46300044	3583	*	17.199	0.023	434	EPAS1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr19	46648155	46649106	952	*	17.183	0.216	435	DACT3	3UTRs, cpg_islands, cpg_shores, exons
chr7	155802379	155815599	13221	*	17.172	0.045	436	SHH	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr9	123996515	124023129	26615	*	17.168	0.072	437	LHX2, LHX2-AS1, AC006450.1, AC006450.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr17	81803317	81805339	2023	*	17.16	0.041	438	GCGR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	156319766	156323097	3332	*	17.152	0.122	439	AC074099.1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	22332920	22333748	829	*	17.14	0.072	440	AL158211.2, AL158211.4	cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr1	170659936	170666274	6339	*	17.122	0.094	441	PRRX1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr19	41927708	41929574	1867	*	17.115	0.013	442	ARHGEF1, ERFL	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr13	112052359	112075677	23319	*	17.112	0.115	443	SOX1, SOX1-OT	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr9	110783	118530	7748	*	17.076	0.094	444	FOXD4, LINC01388	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	84489939	84504060	14122	*	17.071	0.114	445	NKX6-1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr1	61053680	61054495	816	*	17.063	0.094	446	NFIA, LOC105378764, NFIA-AS2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	23726285	23728051	1767	*	17.06	0.092	447	LOC101929258, LOC107986930, AC012574.1, AC012574.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	45008016	45014985	6970	*	17.056	0.087	448	SIX2, AC093702.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	4908622	4911802	3181	*	17.039	0.014	449	KCNA1, LOC100507560, AC005906.2, AC006063.4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	35248263	35262922	14660	*	17.026	0.131	450	TBX20, AC009531.1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	42990483	42995891	5409	*	16.996	-0.058	451	FLJ32255, LOC105374746, AC008875.2, AC008875.3	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr6	10405867	10427027	21161	*	16.993	0.1	452	TFAP2A, LOC107986564, TFAP2A-AS1, TFAP2A-AS2, AL138885.2, AL138885.3, AL138885.4	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	124862919	124869767	6849	*	16.948	0.078	453	ROBO3	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	124838996	124844227	5232	*	16.891	0.053	454		cpg_islands, cpg_shores, intergenic
chr12	114674703	114674809	107	*	16.878	0.155	455	TBX3	cpg_islands, exons
chr6	390932	394292	3361	*	16.842	-0.009	456	IRF4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	71438837	71441417	2581	*	16.825	0.023	457	LGR5, TSPAN8	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr20	22565637	22587384	21748	*	16.79	0.126	458	FOXA2, LINC00261	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54021302	54023780	2479	*	16.785	-0.009	459	HOXC4, HOXC5, HOXC6, AC012531.1, AC012531.2	cpg_inter, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode
chr6	84759443	84775510	16068	*	16.769	0.098	460	TBX18, AL035694.1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr11	32430950	32432024	1075	*	16.73	0.14	461	WT1	cpg_islands, cpg_shores, introns, promoters
chr12	114664117	114672337	8221	*	16.706	0.048	462	TBX3	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr10	101047829	101048691	863	*	16.671	0.138	463		cpg_islands, cpg_shores, intergenic
chr8	22156035	22158498	2464	*	16.634	0.044	464	LGI3, SFTPC	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr21	33069605	33072278	2674	*	16.615	0.016	465	OLIG1, AP000282.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	156858994	156861433	2440	*	16.608	0.068	466	INSRR, NTRK1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	80183540	80185937	2398	*	16.574	0.07	467	PRDM8, PRDM8-AS1, AC021127.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	48628537	48628715	179	*	16.572	0.008	468	HOXB-AS4, HOXB7	cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	181677529	181685731	8203	*	16.559	0.11	469	NEUROD1, CERKL, AC013733.2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	114042810	114046162	3353	*	16.547	0.111	470	ADRB1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr17	17680986	17683479	2494	*	16.545	0	471	RAI1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	40567518	40568244	727	*	16.522	0.099	472	SPTBN4	3UTRs, cpg_islands, cpg_shores, exons, introns
chr9	98943601	98944870	1270	*	16.505	0.069	473	COL15A1, AL136084.3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	22703623	22703794	172	*	16.472	0.514	474	LOC107986926, LOC107986925, AC055854.1, AC105046.2	cpg_islands, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr14	36579340	36591962	12623	*	16.466	0.082	475	NKX2-8, AL132857.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	966988	982748	15761	*	16.425	0.093	476	DMRT1, DMRT3	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr1	61052861	61053303	443	*	16.418	0.421	477	LOC105378764, NFIA, NFIA-AS2	cpg_shores, introns, lncrna_gencode, promoters
chr16	164130	167816	3687	*	16.397	0.053	478	HBM	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	22691134	22696130	4997	*	16.379	0.04	479	EGR3, LOC107986925, AC055854.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr7	97009551	97028039	18489	*	16.362	0.085	480	DLX5, DLX6, DLX6-AS1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr17	61407968	61413448	5481	*	16.321	0.047	481	TBX2, LINC02875, TBX2-AS1, C17orf82	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	79836750	79845909	9160	*	16.311	0.031	482	CBX4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr12	49335738	49338003	2266	*	16.302	0.135	483	C1QL4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	100712847	100714310	1464	*	16.298	0.091	484		cpg_islands, cpg_shores, intergenic
chr1	53737487	53739759	2273	*	16.257	0.033	485	GLIS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	48568369	48569237	869	*	16.2	-0.074	486	HOXB-AS3, HOXB3	cpg_inter, cpg_shelves, introns, lncrna_gencode
chr8	4990970	4995753	4784	*	16.176	0.101	487	CSMD1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	74611207	74612962	1756	*	16.141	0.048	488	LTBP2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	35372826	35375074	2249	*	16.078	-0.006	489	SLFN11	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	83282910	83285643	2734	*	16.071	0.104	490	BNC1, AC103876.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	43000522	43000664	143	*	16.067	0.394	491	LOC105374746	cpg_islands, exons
chr1	24927930	24930805	2876	*	16.067	-0.017	492	RUNX3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	113109554	113111104	1551	*	16.05	0.092	493	F7	cpg_islands, exons, firstexons, introns, promoters
chr18	57427466	57442534	15069	*	16.021	0.094	494	ONECUT2, AC090340.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	90710072	90732237	22166	*	16	0.12	495	BARHL2, AC092805.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr9	136191569	136195044	3476	*	15.999	0.041	496		cpg_islands, cpg_shores, intergenic
chr1	154501557	154502963	1407	*	15.979	0.086	497	SHE, TDRD10	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr19	13022528	13024963	2436	*	15.961	0.183	498	NFIX	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	114680665	114703983	23319	*	15.96	0.066	499	TBX3, AC026765.2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	73418298	73421209	2912	*	15.947	0.085	500		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr16	54281451	54292382	10932	*	15.934	0.083	501	IRX3, AC018553.1, AC018553.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	64778379	64779169	791	*	15.92	0.15	502	ARHGAP27P1-BPTFP1-KPNA2P3	cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr14	105480005	105480147	143	*	15.914	-0.212	503	CRIP2	3UTRs, cpg_shores, exons
chr5	136191116	136193544	2429	*	15.876	0.065	504	SMIM32	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr20	38719950	38732181	12232	*	15.87	0.072	505	SLC32A1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr20	58855339	58856407	1069	*	15.862	-0.019	506	GNAS	cpg_islands, cpg_shores, exons, introns
chr15	96320198	96370646	50449	*	15.801	0.072	507	NR2F2, LOC101927263, MIR1469, NR2F2-AS1, AC087477.2, AC103746.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr15	89398988	89400774	1787	*	15.793	0.061	508	MIR9-3HG	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	48000974	48005460	4487	*	15.762	0.053	509	COL2A1, AC004801.5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	17722492	17725302	2811	*	15.758	0.083	510	RAI1	5UTRs, cpg_islands, cpg_shores, exons, introns
chr2	70884276	70890084	5809	*	15.724	0.099	511	LINC01143	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr12	54058825	54061137	2313	*	15.721	0.005	512	FLJ12825, AC023794.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr11	76205437	76211277	5841	*	15.717	0.023	513	WNT11, LINC02761, AP000785.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	117795175	117797524	2350	*	15.666	0.058	514	DSCAML1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	74859339	74862455	3117	*	15.656	0.026	515	GRIN2C	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	1444563	1446791	2229	*	15.643	0.12	516	SLC6A3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	101048699	101049618	920	*	15.633	0.022	517		cpg_shores, intergenic
chr10	101231409	101239088	7680	*	15.592	0.096	518	LBX1-AS1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	54091229	54105086	13858	*	15.59	0.089	519	GSX2, PDGFRA	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	98937694	98951823	14130	*	15.575	0.086	520	OSR2, STK3, AC016877.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr3	184228811	184231570	2760	*	15.57	0.012	521	VWA5B2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	136202711	136203764	1054	*	15.568	0.075	522	LHX3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	170666301	170671791	5491	*	15.557	0.112	523	PRRX1, Z97200.1	cpg_inter, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	79808757	79816062	7306	*	15.554	0.045	524		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr17	76584768	76587142	2375	*	15.553	0.013	525	ST6GALNAC2, SNHG16	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
