seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr2	46296462	46300400	3939	*	16.737	-0.016	353	EPAS1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr15	96356477	96357796	1320	*	16.727	-0.006	354	LOC101927263, AC087477.2	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr2	222424124	222425671	1548	*	16.705	0.257	355	SGPP2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	48714912	48757926	43015	*	16.704	-0.003	356	HOXB13, PRAC1, PRAC2, LOC105371811, MIR3185, AC091179.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr2	45008563	45010970	2408	*	16.644	-0.016	357	SIX2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr11	32420061	32444945	24885	*	16.643	0.034	358	WT1, WT1-AS	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr7	155802379	155816131	13753	*	16.612	0.041	359	SHH	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr14	36642199	36664590	22392	*	16.465	0.042	360	PAX9, LOC105370455, AL079303.1, AL132857.1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	37740600	37749625	9026	*	16.356	0.05	361	HNF1B	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	114680731	114685301	4571	*	16.351	0.014	362	TBX3, AC026765.2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	24928106	24930805	2700	*	16.342	0.032	363	RUNX3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	1246175	1250363	4189	*	16.32	0.024	364		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr11	8267803	8269723	1921	*	16.28	0.05	365	LMO1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	36880209	36880760	552	*	16.254	0.312	366	LOC145845, AC018563.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr14	74610885	74612962	2078	*	16.25	0.039	367	LTBP2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	170821494	170824008	2515	*	16.248	0.009	368	GAD1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr16	54284084	54287930	3847	*	16.24	-0.005	369	IRX3, AC018553.2	5UTRs, cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr2	109127796	109130826	3031	*	16.178	-0.01	370	SH3RF3, SH3RF3-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	76205692	76211104	5413	*	16.167	0.017	371	WNT11, LINC02761, AP000785.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr9	132574872	132591386	16515	*	16.115	0.049	372	BARHL1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr9	34587841	34591194	3354	*	16.073	-0.004	373	CNTFR	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	390732	394292	3561	*	16.053	0.081	374	IRF4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	156858649	156861433	2785	*	16.045	0.004	375	INSRR, NTRK1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr22	50603140	50604855	1716	*	16.042	0.116	376	MAPK8IP2	cpg_islands, cpg_shores, exons, firstexons, introns
chr9	93958416	93964356	5941	*	16.023	0.035	377	BARX1-DT	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, intergenic, introns, lncrna_gencode
chr15	83282692	83285112	2421	*	16.007	0.03	378	BNC1, AC103876.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr13	27952092	27955361	3270	*	15.987	0.029	379	LINC00543	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr17	36925232	36950158	24927	*	15.97	0.027	380	LHX1, AATF, LHX1-DT, AC243773.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	17680927	17683594	2668	*	15.964	0.005	381	RAI1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	13012155	13030379	18225	*	15.96	-0.01	382	NFIX, LOC107985286, AC138474.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr6	100460769	100463376	2608	*	15.936	0.017	383	SIM1	cpg_islands, cpg_shores, exons, firstexons, introns
chr20	56626244	56627469	1226	*	15.931	-0.01	384		cpg_islands
chr17	8002147	8004009	1863	*	15.923	0.126	385	GUCY2D	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	129000064	129003113	3050	*	15.856	0.007	386	EFCC1, CFAP92	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	113109584	113111165	1582	*	15.842	0.162	387	F7	cpg_islands, exons, firstexons, introns, promoters
chr4	143699739	143701403	1665	*	15.82	0.034	388	FREM3, LOC101927636, LOC105377459, AC107223.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	5995775	6000176	4402	*	15.818	0.058	389	NRN1	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr1	53737637	53739907	2271	*	15.808	-0.034	390	GLIS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	48000974	48005539	4566	*	15.796	0.075	391	COL2A1, AC004801.5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	9020579	9026845	6267	*	15.777	-0.014	392	NTN1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr18	59268965	59274203	5239	*	15.682	0.039	393	RAX	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	49962851	49970123	7273	*	15.671	0.065	394	DLX4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr15	96345140	96346406	1267	*	15.652	0.089	395	AC103746.1	cpg_islands, cpg_shores, exons, intergenic, lncrna_gencode
chr4	155666502	155668345	1844	*	15.622	-0.005	396	GUCY1A1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	113271830	113278564	6735	*	15.595	-0.095	397	PAX8, PAX8-AS1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr17	4738625	4740195	1571	*	15.584	0.048	398	CXCL16, ZMYND15	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	108166262	108169747	3486	*	15.572	-0.006	399	LEF1, LEF1-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	105993649	105995881	2233	*	15.562	-0.03	400	PRDM1	cpg_islands, cpg_shores, enhancers_fantom, introns
chr17	76584768	76587142	2375	*	15.553	0.019	401	ST6GALNAC2, SNHG16	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	174213670	174218496	4827	*	15.543	0.135	402	LINC02268	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	135542317	135544782	2466	*	15.52	-0.042	403	SLC25A48	cpg_islands, cpg_shores, enhancers_fantom, introns
chr8	23695178	23715289	20112	*	15.497	0.064	404	NKX2-6, LOC101929258, LOC107986930, AC012574.1, AC012574.2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr18	59218264	59221690	3427	*	15.45	-0.001	405	GRP	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr20	21511549	21530780	19232	*	15.436	0.037	406	NKX2-2, AL133325.2, NKX2-2-AS1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr9	126618971	126622644	3674	*	15.415	-0.021	407	LMX1B	cpg_inter, cpg_shelves, cpg_shores, enhancers_fantom, introns
chr5	73303189	73303992	804	*	15.35	0.201	408		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr12	49536258	49540199	3942	*	15.342	0.051	409	KCNH3, AC020612.4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	43039566	43044993	5428	*	15.32	0.016	410	ANXA2R, ANXA2R-AS1, ANXA2R-OT1, AC025171.1, AC025171.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	22005832	22006607	776	*	15.25	-0.033	411	CDKN2B, CDKN2B-AS1, MTAP	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	499248	501249	2002	*	15.248	0.026	412	COLEC12	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	84487927	84504060	16134	*	15.24	0.026	413	NKX6-1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr5	6448640	6450175	1536	*	15.227	0.035	414	UBE2QL1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	44932081	44939972	7892	*	15.215	0.024	415	LINC01833	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr20	64048099	64050051	1953	*	15.15	0.121	416	SOX18, TCEA2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	60503095	60517233	14139	*	15.135	0.046	417	SIX6, C14orf39, AL049874.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	124501095	124505804	4710	*	15.057	0.064	418	NR5A1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, introns, promoters
chr5	77972090	77973074	985	*	15.055	0.137	419		cpg_islands, cpg_shores, intergenic
chr7	27088070	27088962	893	*	15.032	0.168	420		cpg_islands, cpg_shores, intergenic
chr2	63053903	63061051	7149	*	15.015	-0.025	421	OTX1	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr19	39247007	39249784	2778	*	15.001	0.054	422	IFNL4	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	108170727	108173807	3081	*	14.995	0.247	423	LEF1-AS1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	39589520	39608846	19327	*	14.988	0.015	424	NEUROD2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr4	13543627	13549653	6027	*	14.936	0.011	425	NKX3-2, LINC01096	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	130159502	130163764	4263	*	14.934	0.092	426	FZD10, FZD10-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	37836359	37840825	4467	*	14.927	-0.014	427	GDNF, GDNF-AS1, LINC02110	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr8	22703408	22704098	691	*	14.923	-0.008	428	LOC107986926, LOC107986925, AC055854.1, AC105046.2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	47443292	47450389	7098	*	14.908	-0.174	429		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr2	70876145	70902070	25926	*	14.886	0.045	430	VAX2, ATP6V1B1, LINC01143	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr8	98936697	98951823	15127	*	14.884	0.019	431	OSR2, STK3, AC016877.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	45168112	45170602	2491	*	14.882	0.043	432	LINC01121, LOC105374576, AC009236.2, AC093833.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	100917849	100920405	2557	*	14.877	-0.005	433	LRRK1, ALDH1A3-AS1, AC015712.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	136189347	136205627	16281	*	14.875	0.05	434	LHX3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr6	108155444	108181413	25970	*	14.87	0.067	435	NR2E1, OSTM1, OSTM1-AS1, AL078596.1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr14	60656421	60658263	1843	*	14.866	0.016	436	SIX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	1400817	1415237	14421	*	14.865	0.058	437	NKX1-1	cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr11	122970873	122983232	12360	*	14.838	0.026	438	BSX	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr17	35486959	35499509	12551	*	14.835	-0.012	439	SLFN12L, AC015911.11	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	118855101	118856475	1375	*	14.834	0.037	440		cpg_islands, cpg_shores, intergenic
chr10	114042812	114046765	3954	*	14.753	0.067	441	ADRB1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr10	22251135	22253949	2815	*	14.743	-0.008	442	LOC100130992, AL158211.5	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr15	76333956	76338621	4666	*	14.701	-0.014	443	ISL2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	2136405	2153238	16834	*	14.689	-0.006	444	IGF2, INS-IGF2, IGF2-AS	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	1444185	1447032	2848	*	14.688	0.058	445	SLC6A3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	116270585	116275191	4607	*	14.68	0.156	446	GFRA1, LOC107984273, AC012470.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	81959172	81962062	2891	*	14.662	0.039	447	NOTUM	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	174331970	174333924	1955	*	14.654	0.033	448		cpg_shelves, cpg_shores
chr8	22048035	22051826	3792	*	14.652	0.096	449	FGF17, DMTN	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr2	174325496	174329395	3900	*	14.648	0.093	450	LINC01305	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	38074604	38077459	2856	*	14.595	0.157	451	CYP1B1, CYP1B1-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr16	56617121	56618016	896	*	14.595	0.156	452	MT1L	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	47432193	47433111	919	*	14.587	0.164	453	FOXD2-AS1	cpg_shores, exons, firstexons, lncrna_gencode
chr2	174334407	174343067	8661	*	14.574	0.01	454	SP9, AC018470.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr6	84759314	84765085	5772	*	14.566	-0.008	455	TBX18	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr7	49772945	49776261	3317	*	14.562	0.158	456	VWC2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr15	89354703	89379587	24885	*	14.519	0.034	457	MIR9-3, MIR9-3HG, AC133637.1, AC133637.2	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	48976957	48989107	12151	*	14.464	0.03	458	WNT1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr10	75431168	75431959	792	*	14.433	0.024	459	LRMDA, LOC107984293, AC010997.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	44951919	44956433	4515	*	14.406	0.016	460	AC012354.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	22040981	22046804	5824	*	14.366	0.011	461	FGF17	5UTRs, cpg_inter, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr1	939731	943404	3674	*	14.335	0.025	462	SAMD11	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	31771935	31773059	1125	*	14.328	0.033	463		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr10	101046713	101049809	3097	*	14.312	0.161	464		cpg_islands, cpg_shores, intergenic
chr1	39683540	39684431	892	*	14.294	0.016	465	HPCAL4	cpg_islands, cpg_shores, exons, introns
chr7	1223914	1226046	2133	*	14.291	0.029	466		cpg_islands, cpg_shores, intergenic
chr11	124754249	124763515	9267	*	14.289	0.186	467	ESAM, ESAM-AS1, AP000866.2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	77621873	77646022	24150	*	14.27	0.068	468	OTP	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr3	147390832	147395193	4362	*	14.268	0.098	469	LOC440982, ZIC1, ZIC4	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	5084258	5086623	2366	*	14.26	0.068	470	PPP1R3G	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr7	27113666	27114643	978	*	14.245	0.012	471	HOXA3, HOXA-AS2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	147506430	147510079	3650	*	14.242	0.012	472	SAMD5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	56653903	56656757	2855	*	14.227	0.03	473	HOPX	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	92321185	92324719	3535	*	14.187	0.013	474	SLC24A4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	37964894	37967451	2558	*	14.166	0.026	475	ADRB3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	67831916	67836731	4816	*	14.151	0.009	476	SKOR1, LOC101929076, AC009292.1, AC009292.2	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	9506320	9511559	5240	*	14.098	0.072	477	LAMP5-AS1	cpg_islands, cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr7	157675828	157694699	18872	*	14.092	0.066	478	PTPRN2	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, introns
chr1	26044827	26047747	2921	*	14.075	0.038	479	SLC30A2, AL391650.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	101235502	101239021	3520	*	14.071	0.03	480	LBX1-AS1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	92688774	92691109	2336	*	14.058	0.02	481	HHEX	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	70789322	70791023	1702	*	14.053	0.058	482	FIGLA	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	135488369	135490379	2011	*	13.999	0.052	483	SLC25A48	cpg_islands, cpg_shores, enhancers_fantom, introns
chr2	14632086	14635972	3887	*	13.941	0.027	484	LRATD1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	57631812	57633737	1926	*	13.915	-0.004	485	B4GALNT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	86572247	86577441	5195	*	13.914	0.127	486		5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	35245835	35258023	12189	*	13.906	0.109	487	TBX20	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr17	45893782	45897795	4014	*	13.899	0.029	488	MAPT, MAPT-AS1, MAPT-IT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	43583021	43584204	1184	*	13.881	0.218	489	HSD17B12, AC068205.1, AC068205.2	cpg_shelves, cpg_shores, introns, lncrna_gencode
chr16	67154952	67157394	2443	*	13.857	0.054	490	TRADD	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	36491069	36529670	38602	*	13.809	0.014	491	NKX2-1, SFTA3, NKX2-1-AS1, AL132857.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr15	28106282	28108152	1871	*	13.797	-0.008	492		cpg_islands, cpg_shores, intergenic
chr7	1663874	1668011	4138	*	13.797	0.04	493	ELFN1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	101557290	101561834	4545	*	13.776	0.092	494	DIO3, DIO3OS, MIR1247	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	143426060	143431742	5683	*	13.774	0.03	495	MAFA	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr10	27741468	27747222	5755	*	13.756	0.011	496	MKX, MKX-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	96325705	96327730	2026	*	13.731	0.139	497	NR2F2, NR2F2-AS1	5UTRs, cpg_shelves, exons, firstexons, introns, lncrna_gencode, promoters
chr2	66432403	66442516	10114	*	13.73	0.007	498	MEIS1, MEIS1-AS2, MEIS1-AS3	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr13	20231056	20233086	2031	*	13.702	0.048	499	GJB6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	73381518	73382440	923	*	13.693	0.077	500	LOC107986383	cpg_islands, exons, firstexons, promoters
chr16	56624986	56627651	2666	*	13.662	0.018	501	MT1E	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr7	35261282	35262922	1641	*	13.644	0.131	502		cpg_islands, cpg_shores
chr5	93570533	93571064	532	*	13.616	0.211	503	NR2F1-AS1	cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr2	72142607	72151194	8588	*	13.616	-0.003	504	CYP26B1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	228001910	228012050	10141	*	13.6	-0.009	505	WNT3A	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr4	54091002	54092508	1507	*	13.593	0.067	506	PDGFRA	cpg_islands, cpg_shores, enhancers_fantom, introns
chr6	165985282	165991126	5845	*	13.579	0.038	507	PDE10A, LINC00473, LINC00602	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	64299013	64301819	2807	*	13.553	-0.007	508	KCNK4, KCNK4-TEX40, CATSPERZ, AP001453.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	54172644	54174857	2214	*	13.497	-0.019	509	CYP24A1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr18	12253141	12255285	2145	*	13.493	0.016	510	CIDEA	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	49295017	49298723	3707	*	13.487	0.065	511	PRPH, TROAP-AS1, AC125611.4	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	20155430	20166286	10857	*	13.479	0.1	512	DBX1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr2	218890483	218893432	2950	*	13.41	0.033	513	WNT10A	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr10	91162145	91164785	2641	*	13.388	0.014	514	PCGF5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr22	45974471	45979648	5178	*	13.371	-0.003	515	WNT7B	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	66425499	66426973	1475	*	13.353	0.099	516	MEIS1-AS3	cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, lncrna_gencode
chr1	207958658	207959672	1015	*	13.346	0.213	517	LINC02767, AL356275.1	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr2	45013271	45014985	1715	*	13.336	0.104	518	AC093702.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr14	74237889	74249259	11371	*	13.329	0.019	519	VSX2	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr2	176115999	176118000	2002	*	13.321	0.19	520	HOXD10	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr21	44930106	44933249	3144	*	13.305	0.04	521	ITGB2, LINC01547, AL844908.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	93603949	93606311	2363	*	13.296	0.103	522		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr14	102927940	102930915	2976	*	13.274	0.014	523	AMN	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr22	27799105	27802752	3648	*	13.266	0.035	524	MN1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr8	22066139	22067450	1312	*	13.256	0.011	525	DMTN	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
