seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr4	1401042	1409556	8515	*	22.523	0.028	400	NKX1-1	cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr1	47229256	47232690	3435	*	22.49	0.073	401	TAL1, AL135960.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	55231339	55234826	3488	*	22.476	0.006	402	CCNO, LOC105378973, AC026704.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	135543596	135544637	1042	*	22.473	-0.015	403	SLC25A48	cpg_islands, cpg_shores, enhancers_fantom, introns
chr19	18605422	18608063	2642	*	22.45	-0.001	404	CRLF1, TMEM59L	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	84501163	84503307	2145	*	22.421	0.147	405		cpg_islands, cpg_shores
chr9	124015546	124021374	5829	*	22.42	0.063	406	LHX2	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, introns
chr17	48550762	48551352	591	*	22.411	-0.031	407	HOXB-AS1, HOXB3, HOXB-AS3	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr9	93945353	93953590	8238	*	22.38	0.021	408	BARX1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr9	136201592	136202442	851	*	22.34	0.13	409	LHX3	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr17	1228222	1230397	2176	*	22.244	-0.004	410	ABR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	47436491	47439287	2797	*	22.229	0.011	411	FOXD2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr7	27110618	27111026	409	*	22.22	0.216	412	HOXA3, HOXA-AS2	5UTRs, cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr8	64585590	64587144	1555	*	22.216	0.023	413		cpg_islands, cpg_shores, intergenic
chr13	24746173	24746403	231	*	22.19	0.2	414		cpg_islands, exons
chr16	54284644	54284854	211	*	22.175	0.253	415	IRX3	cpg_islands, exons, introns, promoters
chr17	48607984	48608250	267	*	22.107	0.038	416	HOXB7	cpg_islands, cpg_shores, exons, firstexons, introns
chr2	38073372	38075043	1672	*	22.064	0.007	417	CYP1B1, CYP1B1-AS1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	91266944	91267807	864	*	22.059	0.213	418	FZD1	3UTRs, cpg_islands, cpg_shores, exons, firstexons
chr1	217133461	217140756	7296	*	22.042	0.038	419	ESRRG	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	118984224	118985166	943	*	22.011	0.03	420	TBX15	cpg_islands, cpg_shores, enhancers_fantom, introns
chr15	41492867	41495958	3092	*	21.953	0.033	421	ITPKA	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	176132352	176133199	848	*	21.951	0.131	422	HOXD8, HOXD-AS2	3UTRs, cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr2	44944157	44945242	1086	*	21.945	0.021	423	SIX3	3UTRs, cpg_islands, cpg_shores, exons, introns
chr11	118607499	118608867	1369	*	21.927	-0.001	424	PHLDB1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	185015704	185022344	6641	*	21.885	0.001	425	HELT	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr16	56667678	56668601	924	*	21.865	-0.009	426	MT1G	5UTRs, cpg_shores, exons, firstexons, introns, promoters
chr2	118832218	118833799	1582	*	21.859	0.052	427	LINC01956	cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr14	60646390	60655420	9031	*	21.847	0.028	428	SIX1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr7	65508533	65510337	1805	*	21.845	0.011	429		cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr6	1606616	1612653	6038	*	21.844	0	430	FOXC1, FOXCUT	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, lncrna_gencode, promoters
chr2	232485418	232488105	2688	*	21.83	0.013	431	ECEL1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	18788272	18791572	3301	*	21.81	0.021	432	COMP	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	96365958	96368999	3042	*	21.794	0.058	433	LOC101927263, AC087477.2	cpg_islands, cpg_shores, introns, lncrna_gencode
chr3	27712037	27715680	3644	*	21.741	0.014	434	LINC02084	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, lncrna_gencode, promoters
chr12	114437616	114452543	14928	*	21.732	0.02	435	LOC105369998	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr15	96321011	96323171	2161	*	21.673	-0.004	436	NR2F2-AS1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	39671463	39672414	952	*	21.628	0.008	437	NT5C1A	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	54453035	54460471	7437	*	21.624	0.077	438	SOX17	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	5998486	5999947	1462	*	21.604	0.027	439	NRN1	3UTRs, cpg_islands, cpg_shores, exons, introns
chr2	170713059	170717185	4127	*	21.578	0.016	440	SP5, LINC01124, ERICH2-DT, AC007405.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	107122	108246	1125	*	21.564	0.104	441		cpg_islands, cpg_shores, promoters
chr19	2289653	2291857	2205	*	21.56	0.049	442	LINGO3, SPPL2B	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr1	90723441	90727035	3595	*	21.511	0.07	443	AC092805.1	cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, introns, lncrna_gencode
chr11	114058786	114061913	3128	*	21.483	0.01	444	ZBTB16	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr20	21505077	21511314	6238	*	21.474	0.02	445	NKX2-2	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, promoters
chr8	22156088	22157531	1444	*	21.435	-0.018	446	LGI3, SFTPC	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	176071369	176087291	15923	*	21.431	0.07	447	EVX2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr15	74127409	74137615	10207	*	21.425	0.037	448	ISLR2, LOC283731, AC010931.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	43033831	43034822	992	*	21.357	0.124	449	ANXA2R-OT1, AC025171.1, AC025171.5	cpg_shelves, enhancers_fantom, exons, firstexons, introns, lncrna_gencode
chr2	120343241	120347888	4648	*	21.35	0.007	450	INHBB	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	138935884	138940205	4322	*	21.346	0.046	451	LINC01391	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr7	35254949	35262952	8004	*	21.341	0.081	452	AC009531.1, TBX20	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	21511359	21525058	13700	*	21.329	0.012	453	NKX2-2, NKX2-2-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr15	96329790	96333669	3880	*	21.275	0.008	454	NR2F2, MIR1469	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	735829	740059	4231	*	21.273	0	455	DLGAP2, ERICH1, LOC401442, AC100797.5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	42991884	42995609	3726	*	21.267	0.114	456	FLJ32255, LOC105374746, AC008875.2, AC008875.3	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr13	112057975	112071744	13770	*	21.249	0.029	457	SOX1, SOX1-OT	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	220877056	220877645	590	*	21.243	0.075	458	HLX-AS1, MTARC1	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr15	96365589	96365901	313	*	21.227	0.062	459	LOC101927263, AC087477.2	cpg_shores, introns, lncrna_gencode
chr15	96354051	96355670	1620	*	21.204	0.013	460	LOC101927263, AC087477.2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	218858611	218861321	2711	*	21.189	-0.009	461	WNT6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	86563309	86570155	6847	*	21.181	0.024	462	FOXC2, FOXC2-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	118989523	118989778	256	*	21.153	0.128	463	TBX15	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr17	68196120	68198554	2435	*	21.135	0.002	464	ARHGAP27P2	cpg_islands, cpg_shores, enhancers_fantom, promoters
chr11	128692107	128695378	3272	*	21.083	0.013	465	FLI1, SENCR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	76074293	76078037	3745	*	21.07	-0.009	466	GALR2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr18	77248665	77252295	3631	*	21.064	0.018	467	GALR1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	101213620	101219345	5726	*	21.013	0.032	468		cpg_islands, cpg_shores, intergenic
chr2	218990082	218991046	965	*	21.004	0.095	469	CRYBA2	3UTRs, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns
chr7	157682564	157683751	1188	*	21.002	0.196	470	PTPRN2	cpg_shores, exons, introns
chr4	54103152	54104576	1425	*	20.942	0.039	471	PDGFRA	cpg_shelves, cpg_shores, introns
chr13	27953232	27954858	1627	*	20.936	0.033	472	LINC00543	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr8	26048759	26053588	4830	*	20.935	0.05	473		cpg_islands, cpg_shores, intergenic
chr6	150037378	150038815	1438	*	20.896	0.045	474		cpg_islands, cpg_shores, intergenic
chr19	46648924	46649074	151	*	20.849	0.05	475	DACT3	cpg_islands, exons
chr2	219057278	219061825	4548	*	20.837	0.004	476	IHH, MIR3131	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	48644875	48648186	3312	*	20.834	0.023	477	LINC02086, LOC101060400, AC103702.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	199462203	199464432	2230	*	20.824	0.052	478	SATB2, SATB2-AS1	5UTRs, cpg_islands, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	159094538	159101542	7005	*	20.796	0.026	479	EBF1, LINC02202, LOC107986467	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	13543823	13545573	1751	*	20.789	0.019	480	NKX3-2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	62377042	62380326	3285	*	20.766	0.054	481		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr6	37695998	37700176	4179	*	20.75	-0.001	482	MDGA1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	181059111	181059973	863	*	20.72	-0.01	483	BTNL9	3UTRs, cpg_islands, cpg_shores, exons, introns
chr6	41371437	41376149	4713	*	20.679	0.031	484		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr5	73419005	73420792	1788	*	20.652	0.011	485		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr5	1875157	1875369	213	*	20.616	0.203	486		cpg_islands, intergenic
chr19	1744499	1768521	24023	*	20.611	0.016	487	ONECUT3, AC005256.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	75395581	75395787	207	*	20.601	-0.01	488	ZNF503, AC010997.3	cpg_islands, enhancers_fantom, introns, lncrna_gencode
chr22	19723392	19724993	1602	*	20.595	-0.033	489	GP1BB, SEPT5-GP1BB	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr2	176177819	176179079	1261	*	20.533	0.01	490	HAGLR, HAGLROS	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	1613612	1614404	793	*	20.51	0.011	491	FOXC1	3UTRs, cpg_islands, exons, firstexons, intergenic
chr2	236163706	236174063	10358	*	20.507	0.025	492	GBX2, AC019068.1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	173536723	173539712	2990	*	20.505	0.058	493	HAND2-AS1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr5	51398846	51399775	930	*	20.467	0.045	494		cpg_islands, cpg_shores, intergenic
chr17	74935568	74936556	989	*	20.466	-0.011	495	OTOP3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	38254929	38256201	1273	*	20.459	0.092	496	CLEC14A, LOC112268136	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr10	101062491	101063347	857	*	20.426	0.005	497	KAZALD1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	238846233	238849886	3654	*	20.42	0.024	498	TWIST2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr15	89365684	89371995	6312	*	20.412	0.035	499	MIR9-3, MIR9-3HG	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	129958445	129960445	2001	*	20.406	0.023	500	EBF3	cpg_islands, enhancers_fantom, exons, firstexons, introns, promoters
chr14	28767671	28769387	1717	*	20.372	0.147	501	FOXG1, LINC01551	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns
chr5	77627663	77639339	11677	*	20.323	0.063	502	OTP	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr7	27161709	27162644	936	*	20.277	0.113	503	HOXA9	3UTRs, cpg_shores, exons
chr9	37025054	37031197	6144	*	20.239	0.026	504	PAX5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	173505844	173507278	1435	*	20.2	-0.012	505	LOC101928409	cpg_islands, cpg_shores, promoters
chr6	100460769	100469551	8783	*	20.198	0.056	506	SIM1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	129372864	129376696	3833	*	20.155	0.016	507	BARX2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr12	48997363	48997488	126	*	20.147	0.108	508	DDN, DDN-AS1	cpg_islands, exons, promoters
chr3	137759267	137772982	13716	*	20.143	0.014	509	SOX14, LINC01210	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr7	150799913	150801846	1934	*	20.087	0.014	510	TMEM176A, TMEM176B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	37096680	37097113	434	*	20.082	0.374	511	MEIS2	cpg_shores, introns, promoters
chr8	143427021	143427288	268	*	20.072	-0.064	512		cpg_shores, introns
chr20	56627292	56627556	265	*	20.061	-0.107	513		cpg_islands
chr12	53937987	53942141	4155	*	20.057	-0.01	514	HOXC13, HOXC13-AS	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	89405652	89414040	8389	*	20.043	0.011	515	MIR9-3HG	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, introns
chr18	59219148	59221776	2629	*	20.038	0.022	516	GRP	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	27974546	27976408	1863	*	20.014	0.008	517		cpg_islands, cpg_shores, enhancers_fantom
chr10	123147269	123151975	4707	*	20.014	0.016	518	HMX2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	47444109	47447877	3769	*	20.012	0.072	519		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr2	19361218	19363823	2606	*	19.983	0.054	520		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr12	54003471	54004041	571	*	19.971	-0.058	521	HOXC5, HOXC6	cpg_shelves, cpg_shores, introns
chr5	32709706	32715040	5335	*	19.92	-0.016	522	NPR3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	136868211	136871810	3600	*	19.891	0.049	523	CHRM2, LOC349160, AC009264.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	176126673	176131532	4860	*	19.889	0.034	524	HOXD8, HOXD-AS2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	37633109	37636050	2942	*	19.848	0.009	525	RSPO1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	114697239	114699035	1797	*	19.842	-0.022	526	AC026765.2	cpg_islands, cpg_shores, introns, lncrna_gencode
chr7	157683857	157694596	10740	*	19.839	0.032	527	PTPRN2	cpg_islands, cpg_shores, enhancers_fantom, introns
chr14	60505436	60515654	10219	*	19.834	0.06	528	SIX6, C14orf39, AL049874.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	22173456	22175516	2061	*	19.821	0.096	529	GATA6, AC091588.1	cpg_shelves, cpg_shores, exons, introns, lncrna_gencode
chr7	96992045	96992363	319	*	19.797	0.087	530	DLX6-AS1	cpg_inter, introns, lncrna_gencode
chr8	11679142	11688187	9046	*	19.719	0.08	531	GATA4	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, introns
chr2	161414283	161419414	5132	*	19.709	0.008	532	TBR1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	26045528	26047009	1482	*	19.706	0.014	533	SLC30A2, AL391650.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	32716845	32719780	2936	*	19.692	0.026	534	GREM1, GREM1-AS1, AC090877.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr12	53751048	53751948	901	*	19.692	0.03	535	CISTR, LOC107984525, AC076968.2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode
chr5	93570533	93575836	5304	*	19.689	0.062	536	NR2F1-AS1	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	73230404	73230724	321	*	19.681	0.112	537	AC116345.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr9	841249	843706	2458	*	19.659	0.038	538	DMRT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	92322474	92324538	2065	*	19.644	0.003	539	SLC24A4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	31797538	31801633	4096	*	19.608	0.169	540	PAX6	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	44309025	44325000	15976	*	19.58	0.001	541	ALX4	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr12	49089474	49092783	3310	*	19.526	-0.002	542	DHH, LOC105369759, AC011603.1	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	132578516	132591204	12689	*	19.525	0.034	543	BARHL1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr2	74497735	74499883	2149	*	19.489	0.031	544	LBX2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	47443785	47444062	278	*	19.459	0.149	545		cpg_islands, cpg_shores, intergenic
chr17	39603254	39608727	5474	*	19.425	0.026	546	NEUROD2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr3	158102994	158107805	4812	*	19.414	0.017	547	RSRC1, SHOX2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	35497870	35499143	1274	*	19.399	0.014	548	SLFN12L, AC015911.11	cpg_inter, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	72913341	72921130	7790	*	19.389	0.017	549	EMX1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	181317262	181319166	1905	*	19.388	0.005	550	CACNA1E	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr20	63003540	63010901	7362	*	19.387	0.014	551	BHLHE23, LINC01749	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr17	8003528	8003596	69	*	19.384	0.205	552	GUCY2D	cpg_islands, exons
chr17	48728070	48735945	7876	*	19.375	0.035	553	HOXB13, LOC105371811, AC091179.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr10	129960510	129973503	12994	*	19.363	0.003	554	EBF3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	213984805	213985996	1192	*	19.36	0.007	555	PROX1, PROX1-AS1, AC011700.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode
chr19	39247049	39248288	1240	*	19.355	0.038	556	IFNL4	3UTRs, cpg_islands, exons, introns
chr6	108114687	108116072	1386	*	19.354	-0.003	557	OSTM1	cpg_islands, cpg_shores, enhancers_fantom, introns
chr17	8002681	8003455	775	*	19.348	0.048	558	GUCY2D	5UTRs, cpg_islands, exons, firstexons, introns
chr1	922704	927950	5247	*	19.34	-0.006	559	SAMD11	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	101559554	101561613	2060	*	19.337	0.003	560	DIO3, DIO3OS, MIR1247	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr22	19149063	19151061	1999	*	19.314	0.061	561	GSC2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	176103493	176119405	15913	*	19.296	0.052	562	HOXD10, HOXD11	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr14	36505171	36515743	10573	*	19.275	0.073	563	SFTA3, AL132857.1	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	99540175	99541640	1466	*	19.275	0.013	564		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr3	138944786	138947801	3016	*	19.265	0.004	565	FOXL2, FOXL2NB, LINC01391	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	23189074	23203919	14846	*	19.237	0.037	566	C10orf67, PTF1A	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr16	73062850	73067450	4601	*	19.195	0.011	567	ZFHX3	cpg_islands, cpg_shores, enhancers_fantom, introns
chr6	10426015	10427027	1013	*	19.185	-0.008	568	LOC107986564, AL138885.2, AL138885.4	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	128684145	128690927	6783	*	19.173	0.031	569	FLI1, LOC101929538, LOC105369568, AP001122.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	93071574	93076314	4741	*	19.142	0.016	570	CYP26A1, AL358613.2, AL358613.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	93832271	93832403	133	*	19.14	0.125	571		cpg_shelves, intergenic
chr12	54039573	54039895	323	*	19.105	0.165	572	HOXC4	cpg_inter, introns
chr20	40685797	40690752	4956	*	19.082	0.016	573	MAFB	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr12	126726147	126728032	1886	*	19.07	0.136	574	LINC00943	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	108157136	108158380	1245	*	19.068	0.066	575	OSTM1-AS1, OSTM1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr10	117537430	117538290	861	*	19.045	-0.001	576	EMX2OS	cpg_islands, cpg_shores, introns, lncrna_gencode
chr7	96995921	96999123	3203	*	19.045	0.041	577	DLX6-AS1	cpg_inter, cpg_shelves, introns, lncrna_gencode
chr6	10383101	10385058	1958	*	19.019	-0.068	578		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr16	164859	168084	3226	*	19.015	0.022	579	HBM	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	96408461	96418272	9812	*	18.992	0.029	580		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr1	18630499	18647486	16988	*	18.982	0.022	581	PAX7	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr20	21711082	21716257	5176	*	18.976	0.056	582	PAX1	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, introns
chr1	3650649	3653095	2447	*	18.942	-0.019	583	TP73, WRAP73	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	196968191	196970346	2156	*	18.924	-0.003	584	PIGZ	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	101138043	101138321	279	*	18.917	-0.003	585		cpg_shores, intergenic
chr10	23171307	23175586	4280	*	18.909	0.021	586		cpg_islands, cpg_shores, intergenic
chr14	52267437	52269215	1779	*	18.903	0.001	587	PTGDR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	113462312	113481333	19022	*	18.902	0.032	588	LHX5, LHX5-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr3	184381545	184381678	134	*	18.865	0.193	589	CHRD, THPO	3UTRs, 5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr3	147418737	147425399	6663	*	18.856	0.062	590	LOC440982	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	31819882	31820159	278	*	18.845	0.145	591	PAX6-AS1, RCN1, PAUPAR	cpg_islands, enhancers_fantom, introns, lncrna_gencode
chr8	26036088	26041820	5733	*	18.839	0.066	592	EBF2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr17	36929838	36934900	5063	*	18.809	0.045	593	LHX1-DT	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
