ch,b,e,d,bl,ez1,ez2,su,pr
chr12,54067564,54068990,1426,0,0.406894716514885,0.354931336238804,0.5388006625741936,0.4335422384426275
chr8,92354825,92358426,3601,0,0.4765593030004334,0.45029732563388525,0.3734882981640607,0.4334483089327931
chr6,53817762,53821404,3642,0,0.3933571443842488,0.384537607700115,0.5205918339718569,0.4328288620187402
chr14,57103641,57105210,1569,0,0.4190592573580403,0.3778330350812137,0.5014517707496131,0.43278135439628906
chr13,71961425,71964719,3294,0,0.4826269495395453,0.46415771469356343,0.351531458379588,0.4327720408708989
chr4,123115944,123117055,1111,0,0.42667231215273843,0.41017223242145684,0.45998765369534034,0.43227739942317855
chr1,156204482,156205310,828,0,0.4142921619189765,0.42873339119551707,0.4536168792535853,0.432214144122693
chr8,47411399,47414304,2905,0,0.4235573602288738,0.39914358399738525,0.4735519106913127,0.43208428497252394
chr12,110186567,110189737,3170,0,0.4178578407196311,0.421700215804224,0.45554655625429996,0.4317015375927184
chr4,48051618,48052237,619,0,0.43975559023061284,0.42563350335144434,0.4278629971116452,0.43108403023123415
chr17,68840992,68842344,1352,0,0.4072608605708652,0.3976244115646972,0.48808856282676827,0.43099127832077694
chr11,12036032,12038130,2098,0,0.5224806952486084,0.4635608016092264,0.30685242092618636,0.4309646392613404
chr7,143459055,143462105,3050,0,0.41937054222609027,0.4330775292457062,0.4399020435355687,0.4307833716691218
chr9,98952189,98953207,1018,0,0.4444408690233594,0.3914451499726383,0.4559149862613402,0.4306003350857793
chr9,74848095,74849862,1767,0,0.4121824669158686,0.3951083585343238,0.4843387138387621,0.43054317976298484
chr2,25578848,25580486,1638,0,0.4188954158721642,0.42690448151592164,0.44573848297038954,0.43051279345282517
chr5,107288354,107289863,1509,0,0.3967577789650911,0.36568341091414014,0.5289763288587452,0.4304725062459922
chr4,73790523,73791165,642,0,0.4263735690717989,0.43195434048937226,0.4320339330902472,0.43012061421713943
chr2,118372697,118374196,1499,0,0.40932850726556125,0.41126673780537876,0.4692954280328015,0.4299635577012471
chr5,33995567,33997887,2320,0,0.42765502219888935,0.44297889650232114,0.41874084822004143,0.42979158897375064
chr4,132144135,132144901,766,0,0.5003666191268648,0.5437332460092035,0.24491030991716217,0.4296700583510768
chr9,99875035,99877880,2845,0,0.4190408740544884,0.396983259399227,0.47271749465685936,0.4295805427035249
chr6,85483892,85484858,966,0,0.41329284758207335,0.46198828480768317,0.4116502948337855,0.4289771424078473
chr2,160364204,160370709,6505,0,0.3981033843756616,0.39994411614531805,0.48813318566056435,0.42872689539384806
chr9,91360849,91367922,7073,0,0.43432487786685736,0.38884167728564817,0.4628877904230184,0.428684781858508
chr2,170496072,170498010,1938,0,0.4248579510182895,0.39491700078745284,0.4661938673213086,0.42865627304235027
chr18,80712053,80715700,3647,0,0.4057526151119624,0.37516267217648497,0.5048032228559552,0.4285728367148009
chr7,73740060,73741112,1052,0,0.4011058044498944,0.3800191184135198,0.5040732757808769,0.428399399548097
chr7,37768930,37773707,4777,0,0.3949587188178024,0.3955476049903652,0.4941501929111621,0.4282188389064432
chr5,41761201,41766063,4862,0,0.3913417446553129,0.3818820024835984,0.5106092252171847,0.42794432411869865
chr18,64659658,64661762,2104,0,0.37050665145921663,0.3545729564153344,0.5577881910329677,0.4276225996358396
chr11,119052201,119057829,5628,0,0.40006649606819783,0.40588979366615197,0.4767636998108366,0.42757332984839547
chr5,135867672,135869447,1775,0,0.4470048522425544,0.4916667794640445,0.3437709093741811,0.4274808470269266
chr6,53286492,53289180,2688,0,0.39675991209696276,0.37252458554616485,0.5129323893950871,0.4274056290127383
chr9,71215150,71217514,2364,0,0.4657603487352558,0.43751348469616763,0.3788071940081468,0.4273603424798567
chr18,37142994,37144780,1786,0,0.37773794149992185,0.3839203230486705,0.5200846263644268,0.4272476303043397
chr3,107035556,107037169,1613,0,0.45753417150464126,0.41679952729409064,0.4073197036701135,0.4272178008229484
chr2,74688988,74694409,5421,0,0.4432281777361925,0.4233532610377047,0.413605740514582,0.42672905976282643
chr1,180330313,180333053,2740,0,0.4488703775154574,0.40354021137923546,0.4263284777186993,0.4262463555377974
chr19,56873914,56875139,1225,0,0.39130495920951064,0.372039997799667,0.5151870424983692,0.4261773331691823
chr12,55598768,55600959,2191,0,0.4369925500967558,0.4359714363433148,0.4055408693872576,0.42616828527577605
chr15,103009426,103012477,3051,0,0.4911308818814414,0.44568725549920635,0.3414907810394431,0.4261029728066969
chr16,11983081,11985552,2471,0,0.42909390721789364,0.40511277427423037,0.443593484007545,0.4259333884998897
chr8,95677231,95678804,1573,0,0.4914040602465849,0.4790089047103268,0.30707315250960543,0.42582870582217236
chr9,63135302,63150517,15215,0,0.4042667842397239,0.37618829365111633,0.49665572144851305,0.42570359977978445
chr1,87509218,87510928,1710,0,0.4072789197282594,0.3607101217651703,0.5085355369800063,0.42550819282447866
chr13,98364467,98367344,2877,0,0.4145222695795529,0.39297447988017015,0.4687039344222615,0.4254002279606615
chr17,32396209,32396878,669,0,0.42262804340802773,0.386344388166857,0.4666417256704789,0.42520471908178786
chr9,111310041,111313393,3352,0,0.4932415497398657,0.47500456117002615,0.30653725346188304,0.424927788123925
chr3,67514973,67515703,730,0,0.4373424866326916,0.4459355107569536,0.39089912255168974,0.4247257066471117
chr17,8340345,8341868,1523,0,0.4176928926257144,0.4239385344119014,0.4321214252617493,0.4245842840997884
chr16,44331870,44333128,1258,0,0.4163084539150636,0.3745148207112848,0.48183704623262696,0.4242201069529918
chr2,73269515,73281458,11943,0,0.44174265993119505,0.43896406018547574,0.3911856248357583,0.42396411498414305
chr7,74012235,74014199,1964,0,0.38187986916110844,0.360140917718665,0.5298004778914538,0.42394042159040907
chr17,34957092,34960341,3249,0,0.39509369069272404,0.3964698762702022,0.4792485270762841,0.4236040313464034
chr13,76055331,76056971,1640,0,0.38717109732629784,0.37935574678532,0.5041198350664106,0.4235488930593428
chr5,67095567,67098212,2645,0,0.487607175187706,0.4504811212736362,0.3323189656308223,0.4234690873640548
chr2,148038187,148041501,3314,0,0.39772193659198957,0.4222744497297972,0.4502907315944118,0.4234290393053995
chr13,40727999,40738611,10612,0,0.4358186657246217,0.4262362523362494,0.40736150154375683,0.423138806534876
chr11,85894714,85895584,870,0,0.37371203055143093,0.4452733088079818,0.44953626959823445,0.42284053631921575
chr11,96340407,96342658,2251,0,0.420346712331261,0.4151604220690781,0.43282389220321527,0.42277700886785147
chr8,123116985,123118271,1286,0,0.49766365809748236,0.4506333004518909,0.3191751562838021,0.4224907049443918
chr11,69340261,69341207,946,0,0.5448959618052331,0.510980914170871,0.21141488951949566,0.42243058849853327
chr9,86879151,86881146,1995,0,0.40682815184739457,0.3854508071419366,0.4744085756249386,0.42222917820475653
chr13,56295733,56296878,1145,0,0.3972975478504355,0.4099425454121954,0.4591050527720136,0.4221150486782148
chr5,108366504,108371046,4542,0,0.40712338191824593,0.4376179977038957,0.42066487752570175,0.42180208571594785
chr16,28444951,28447234,2283,0,0.4339852412453772,0.43296389921485284,0.3973566520533976,0.4214352641712092
chr11,95144904,95146380,1476,0,0.3925207736979569,0.41071265853936634,0.4609525261255976,0.42139531945430697
chr3,38884117,38888490,4373,0,0.3595242787739927,0.3593158273584452,0.5452341445925362,0.4213580835749913
chr6,52221230,52222359,1129,0,0.4255449819673088,0.41923486404118493,0.41894985513092614,0.42124323371313993
chr7,70330167,70332712,2545,0,0.3944171312185716,0.43501103409735875,0.43386483766850553,0.4210976676614786
chr6,91409486,91411978,2492,0,0.42055662650570513,0.3889588066152232,0.4535170903439928,0.4210108411549737
chr11,97534168,97535340,1172,0,0.45052729921010787,0.38945929857762496,0.4226480249650868,0.4208782075842732
chr11,50601259,50603903,2644,0,0.4283885655233873,0.393533703124332,0.4398161090863533,0.4205794592446908
chr8,108792067,108793054,987,0,0.46028872626748546,0.4427437015568342,0.3582403746750783,0.42042426749979933
chr6,87732334,87733025,691,0,0.48588920663786817,0.4190525341714924,0.3550869728306965,0.4200095712133523
chr9,16499645,16503111,3466,0,0.3488675393995288,0.361559197541572,0.5469669582474707,0.4191312317295239
chr8,122677314,122679226,1912,0,0.5153112237776497,0.4776839710037903,0.2639635205744547,0.41898623845196487
chr14,46881775,46885480,3705,0,0.3689119005543715,0.39302155450272813,0.49479118913030296,0.41890821472913425
chr14,101607512,101609334,1822,0,0.42796351902303337,0.38391142467469097,0.44375501466633854,0.41854331945468765
chr14,98167314,98170292,2978,0,0.4858563707675688,0.47977911338466167,0.28892621344880814,0.41818723253367956
chr3,66980547,66983108,2561,0,0.43195819581209566,0.43571152817802394,0.38672918748593155,0.4181329704920171
chr19,42200795,42202420,1625,0,0.3631174209552753,0.36727357264686905,0.5236759843661561,0.4180223259894335
chr5,28161715,28162579,864,0,0.4343627557502072,0.44248805570966593,0.3758268196355223,0.4175592103651318
chr3,92080372,92082338,1966,0,0.3716510699057329,0.3810206995183685,0.4999485550953773,0.41754010817315956
chr10,67535045,67539352,4307,0,0.3550397397888521,0.34069371681782723,0.5564863155261226,0.41740659071093394
chr13,94882272,94884596,2324,0,0.4295318154652552,0.4163978718561878,0.40606734013459833,0.41733234248534706
chr6,64727373,64730872,3499,0,0.37641102769373896,0.41713563729452463,0.45799423445822335,0.41718029981549565
chr1,120606753,120607311,558,0,0.40080802577993474,0.445483378398441,0.4049485590059876,0.4170799877281211
chr16,94087459,94087752,293,0,0.38614889154521953,0.4577537115472371,0.40696235735723546,0.416954986816564
chr10,43172951,43175653,2702,0,0.42053805154259943,0.43565445467299296,0.39424855481250415,0.4168136870093655
chr7,139580882,139583024,2142,0,0.30699470589695516,0.2890770850860357,0.6531260306172224,0.41639927386673775
chr3,30513585,30516169,2584,0,0.4112330972579935,0.39678191236298155,0.44063531051020877,0.41621677337706126
chr19,58453225,58456819,3594,0,0.3544869577624874,0.3828056013387447,0.5106094270150598,0.41596732870543063
chr7,34811312,34813284,1972,0,0.39769911418401005,0.4020913194377813,0.44777121712613926,0.4158538835826435
chr16,18625890,18627056,1166,0,0.427216840032457,0.43565479960573034,0.38411684045308475,0.4156628266970907
chr6,117167920,117169969,2049,0,0.3924091542170936,0.38991279635914666,0.46381662996322953,0.41537952684648993
chr15,5241824,5242830,1006,0,0.46110365220598415,0.41654411181097395,0.3680170792526933,0.4152216144232171
chr10,58812124,58814251,2127,0,0.3913189882421752,0.39720417971163313,0.4567650422095,0.4150960700544361
chr11,96269740,96273084,3344,0,0.4961270124153346,0.44917161656685145,0.2997025405921647,0.41500038985811694
chr6,127148723,127156002,7279,0,0.39711450906867424,0.4128654119129365,0.43496666431652237,0.4149821950993777
chr10,90969500,90970304,804,0,0.5119497340765702,0.45588744787064134,0.27656504006901256,0.4148007406720747
chr12,86421233,86423697,2464,0,0.3814707447370746,0.37956874359643017,0.48315707134716257,0.4147321865602224
chr7,79508345,79509150,805,0,0.39904361288721574,0.45150261133752684,0.3931372539733504,0.41456115939936433
chr8,92365490,92366045,555,0,0.5394171271259195,0.45223524526567577,0.25037247993916734,0.4140082841102542
chr11,96314791,96315330,539,0,0.4569555952207998,0.3962176178957248,0.38866686945062395,0.4139466941890495
chr15,102966239,102968183,1944,0,0.4285974536377228,0.41524670700806615,0.3978707156530012,0.4139049587662634
chr12,56689514,56693010,3496,0,0.41385726414710317,0.4296352603869931,0.39765537615749424,0.4137159668971968
chr11,59288856,59291625,2769,0,0.3945752335478272,0.38938233459767974,0.4561520392615958,0.4133698691357009
chr4,136956421,136957241,820,0,0.5138725106377461,0.4741514834011897,0.2512327970536092,0.4130855970308483
chr19,25671206,25674590,3384,0,0.43223807365949063,0.43259859197552963,0.3743392581411278,0.413058641258716
chr17,33998982,34000694,1712,0,0.38207868084067415,0.38452803863494484,0.47150559236322187,0.41270410394628027
chr1,167340193,167340541,348,0,0.4138447149058268,0.40757709652108703,0.4162756448991074,0.41256581877534043
chr4,21688252,21690218,1966,0,0.4723628789956907,0.4456681795504325,0.3189089616538602,0.41231334006666104
chr2,74686165,74688511,2346,0,0.420024052750733,0.40485000992606585,0.41054548385603956,0.4118065155109461
chr19,4476429,4477503,1074,0,0.38624779238293533,0.39957139048212087,0.44914108751129567,0.41165342345878403
chr5,37818156,37818938,782,0,0.44251545480692767,0.4201169871406618,0.37141991534628926,0.4113507857646262
chr2,125505049,125507078,2029,0,0.4427750799696099,0.433927542900299,0.3563916537690804,0.4110314255463297
chr2,180892618,180895477,2859,0,0.39731633672292405,0.3877981093623399,0.44784346669561304,0.410985970926959
chr9,34488451,34489718,1267,0,0.38202303101732615,0.3345626731574465,0.5157902554413255,0.41079198653869936
chr3,88022256,88024108,1852,0,0.4067850800221302,0.3649691518031369,0.4604076520490041,0.4107206279580904
chr14,65953277,65953963,686,0,0.5127195774515031,0.4800073679717376,0.23763259004135914,0.4101198451548666
chr7,142657576,142665033,7457,0,0.3950799689818386,0.3931079140494443,0.44159203318752366,0.40992663873960217
chr13,92131144,92132075,931,0,0.38039652482502656,0.3416774776514375,0.5072677796479296,0.4097805940414645
chr15,73838905,73840128,1223,0,0.4279569512249789,0.4238726192468586,0.3764887434674968,0.4094394379797781
chr18,11048019,11048881,862,0,0.4204223316455647,0.4377114159777666,0.36926151476549907,0.40913175412961006
chr12,57538038,57539818,1780,0,0.4716544695688845,0.44911261162234944,0.3055920295858341,0.40878637025902265
chr8,120228018,120230357,2339,0,0.4306264208943902,0.44992879870362695,0.345758269873423,0.4087711631571467
chr5,147314659,147316081,1422,0,0.4299721635896226,0.4055960155748984,0.39049258845587387,0.40868692254013156
chr15,85580142,85584018,3876,0,0.44040640243512974,0.37137747622480466,0.4136992577535504,0.40849437880449496
chr3,107516898,107518236,1338,0,0.39233398599815117,0.4265780408765262,0.40550227316995346,0.40813810001487694
chr5,150952163,150953511,1348,0,0.4385651331871599,0.43093746814939,0.3547411332311813,0.40808124485591035
chr11,97114236,97115958,1722,0,0.4255472123623995,0.3817030756029698,0.41664308250071214,0.40796445682202714
chr9,37143668,37147635,3967,0,0.34781759369295934,0.35318055484475697,0.5226705248842342,0.4078895578073169
chr4,154139582,154143048,3466,0,0.41844569689625466,0.4236191106095613,0.3813962859952957,0.40782036450037057
chr10,120474070,120478567,4497,0,0.3597255233887843,0.35186726008249114,0.5117457582698182,0.4077795139136979
chr7,70368927,70370874,1947,0,0.406939202854023,0.3957291981751576,0.4206195684564589,0.4077626564952132
chr3,107597455,107597756,301,0,0.43391308888423463,0.44253419074375866,0.3467576981097989,0.4077349925792641
chr2,70471346,70478054,6708,0,0.4230773246822486,0.405518042524895,0.3944138249173843,0.40766973070817597
chr5,52112316,52116785,4469,0,0.40495713800360233,0.39004595146606164,0.42781137730088403,0.40760482225684935
chr11,96349713,96355387,5674,0,0.39250929083934394,0.3920151533924646,0.437035960572839,0.4071868016015492
chr2,57111090,57112771,1681,0,0.4159544926026709,0.3842820071864313,0.4206035571192412,0.4069466856361145
chr2,133554292,133555107,815,0,0.43428728633963204,0.42207533494882493,0.36349491169645254,0.4066191776616365
chr13,48658165,48660576,2411,0,0.45822229378336005,0.42336293255038265,0.3380944356749871,0.40655988733624326
chr9,121777779,121778508,729,0,0.42910814790504515,0.3672997345207397,0.42110623780698386,0.40583804007758956
chr7,114414827,114416847,2020,0,0.48538776341481826,0.484830354690116,0.24652664136187466,0.40558158648893633
chr2,9876604,9880273,3669,0,0.38477589832479264,0.41687883007533494,0.4129901899681238,0.40488163945608385
chr5,106459814,106460782,968,0,0.39760802982916316,0.45692645478737787,0.36009978284416067,0.40487808915356727
chr8,70487229,70492999,5770,0,0.43839124355011805,0.438890648011332,0.3370029914523653,0.4047616276712718
chr2,9880757,9885076,4319,0,0.42622179979741376,0.4067709969923444,0.38113921143583257,0.40471066940853023
chr2,147182284,147195801,13517,0,0.4190523896623145,0.410117890700512,0.38415611597379873,0.4044421321122084
chr2,118676851,118677725,874,0,0.35535050244430366,0.43244299691328464,0.4250669538778692,0.40428681774515257
chr10,77677514,77678177,663,0,0.36102891356478956,0.3802045950230175,0.47045143236053233,0.4038949803161131
chr7,57508880,57510226,1346,0,0.459035781526156,0.42625347970589506,0.32544362819193295,0.40357762980799466
chr10,93640595,93642484,1889,0,0.45424898187897356,0.4136512394855328,0.34231316717395244,0.4034044628461529
chr6,112489085,112491234,2149,0,0.39324994787719525,0.388006866061415,0.4282682328348434,0.40317501559115126
chr11,85890085,85891460,1375,0,0.426826840770474,0.3551317888019753,0.4275264831222223,0.4031617042315572
chr11,114791245,114792596,1351,0,0.34673147808426724,0.3090550916705491,0.5531243972466189,0.40297032233381175
chr12,73544959,73546811,1852,0,0.3842294832833673,0.33859470599818564,0.4860108788415526,0.4029450227077018
chr6,38635767,38637581,1814,0,0.3926688004513821,0.3730697193612417,0.44276771732869064,0.40283541238043813
chr8,105268112,105270514,2402,0,0.43441316923527434,0.41699889415268354,0.3563626291445389,0.4025915641774989
chr10,52021883,52023522,1639,0,0.36792479339398876,0.39623486261605495,0.4434881795222899,0.4025492785107779
chr15,98001209,98005519,4310,0,0.3847965940376505,0.38203775843481963,0.44040684133244845,0.4024137312683062
chr8,128356857,128360194,3337,0,0.43985757037651174,0.440787012405366,0.3265461096860631,0.4023968974893137
chr6,119543535,119544817,1282,0,0.511370080315692,0.5070737329595341,0.1876818240366009,0.40204187910394235
chr10,80489668,80493447,3779,0,0.41443054053059564,0.3817805591588204,0.4094959166151953,0.40190233876820375
chr8,122230049,122231101,1052,0,0.4817655609686788,0.436190590537682,0.28677377532350823,0.401576642276623
chr2,68470679,68472789,2110,0,0.4303059388247412,0.45487299644142726,0.3192796868640598,0.40148620737674273
chr9,14751440,14752408,968,0,0.39725075098883983,0.37774410700609706,0.4294056774927628,0.40146684516256653
chr3,66978171,66979360,1189,0,0.4487116212193675,0.4060333033303293,0.3491544093734122,0.40129977797436966
chr10,50900550,50901758,1208,0,0.44826323860898104,0.43249240657901483,0.3224831776459623,0.4010796076113194
chr6,70955525,70958012,2487,0,0.39065454291113716,0.4145973045150123,0.39766975451957143,0.40097386731524026
chr15,99590265,99591310,1045,0,0.4231662138625638,0.441209193466012,0.33792404829905276,0.4007664852092095
chr12,104471318,104477401,6083,0,0.4339743871497493,0.3845088233513325,0.38344047503408,0.4006412285117206
chr7,99625502,99627624,2122,0,0.3711930224300847,0.34955701493702407,0.47986386996987873,0.40020463577899584
chr6,49821794,49823388,1594,0,0.35238423684454223,0.36025603737985923,0.48745981047213505,0.4000333615655121
chr7,81452999,81455612,2613,0,0.42844736126913147,0.41871793735456314,0.3528755395308946,0.4000136127181964
chr3,84479161,84481419,2258,0,0.39461139317997806,0.362644930737728,0.44207013055881367,0.3997754848255066
chr18,53461911,53468393,6482,0,0.4107125506120351,0.38575762155088805,0.4022292025526234,0.3995664582385155
chr17,15374544,15377505,2961,0,0.4127015348528451,0.3939294884303053,0.3920332810179523,0.39955476810036755
chr2,119757631,119759648,2017,0,0.46707837220037723,0.4554254470247864,0.27560345166627065,0.39936909029714474
chr11,96177191,96178504,1313,0,0.4259615232810807,0.41621428484811807,0.35525730350918255,0.3991443705461271
chr12,9579120,9582654,3534,0,0.3094586680659251,0.3719165340775553,0.515780739829227,0.39905198065756914
chr3,99253062,99254704,1642,0,0.4036336704922486,0.4409606093904953,0.3524185865548183,0.3990042888125207
chr2,178413552,178415153,1601,0,0.38593120473979753,0.3966353241187539,0.4144411779420356,0.39900256893352903
chr5,147399795,147400886,1091,0,0.38643846612094207,0.42635861361803984,0.3842013017098601,0.3989994604829474
chr6,23253367,23254421,1054,0,0.4154930002074854,0.39895949792364305,0.38207726839023615,0.3988432555071215
chr2,103969108,103971394,2286,0,0.434589110408909,0.423722307449844,0.3379476424428869,0.39875302010054664
chr2,66123792,66125400,1608,0,0.4333309295701002,0.4369996084530786,0.32558017233063025,0.39863690345126973
chr17,80944016,80945593,1577,0,0.3708175127724095,0.3794719215017298,0.44523116079579195,0.3985068650233104
chr6,99725705,99727049,1344,0,0.41472459940873546,0.41220957549691234,0.3683678624457612,0.39843401245046967
chr16,20589347,20591655,2308,0,0.3814076452843942,0.4113009305141739,0.4022115703779824,0.39830671539218354
chr7,81706373,81707341,968,0,0.5056692116596071,0.49927897459068254,0.189694526391172,0.39821423754715385
chr2,150688033,150689140,1107,0,0.44509057708431105,0.39051868012597446,0.3556582040778629,0.39708915376271614
chr9,120303093,120304887,1794,0,0.44481274110987545,0.41395898165074674,0.3313284224330499,0.3967000483978907
chr11,82434260,82435070,810,0,0.4407902417296987,0.43920941433537364,0.310042445035264,0.39668070036677877
chr17,87796437,87799168,2731,0,0.384628286578611,0.38218331536284306,0.4229667390490793,0.3965927803301778
chr16,84702621,84703749,1128,0,0.4712611714964555,0.4982687741197087,0.22001715011508993,0.39651569857708474
chr3,82875836,82876701,865,0,0.47228979036349517,0.4804748287907022,0.23636022161396392,0.39637494692272046
chr1,134234704,134235915,1211,0,0.39140893333058824,0.42112983472292365,0.3765368134267383,0.39635852716008335
chr7,70280024,70283091,3067,0,0.396580212495984,0.39656592070928426,0.3953933914155509,0.3961798415402731
chr16,18589819,18592291,2472,0,0.41768858275605236,0.405127907918698,0.365652202062542,0.39615623091243074
chr2,127362366,127364200,1834,0,0.37588741145460086,0.35060731824621805,0.46144878029347947,0.39598116999809946
chr13,69738326,69740813,2487,0,0.4466138138995491,0.41710067142610835,0.32228456347299655,0.39533301626621803
chr14,67229470,67230426,956,0,0.5124253536016807,0.46209990471796364,0.2104634030309554,0.39499622045019994
chr5,31092399,31095735,3336,0,0.388910860543592,0.3797284087291858,0.4157442864482767,0.3947945185736848
chr6,52258793,52263347,4554,0,0.42813465266149664,0.43120175300081065,0.3248251673747735,0.39472052434569366
chr11,118568784,118570607,1823,0,0.3791516567746723,0.3458070488539501,0.4575476375989437,0.39416878107585535
chr16,92695231,92696035,804,0,0.40851790778424263,0.402642853565431,0.3704580589231827,0.39387294009095214
chr11,85889616,85890042,426,0,0.38734883330943004,0.37638610241361703,0.4173792228459435,0.39370471952299685
chr8,82863079,82864717,1638,0,0.433818807659565,0.4381312845314439,0.3090162241404291,0.393655438777146
chr10,31608342,31610032,1690,0,0.4690703146684949,0.43645591409025114,0.2750896905183754,0.3935386397590405
chr1,138840885,138844367,3482,0,0.3888486223989751,0.43219617020290024,0.35922270519111293,0.39342249926432943
chr4,44663964,44664793,829,0,0.4456656098028685,0.4581526819722373,0.27572253366435145,0.39318027514648574
chr4,44701588,44702253,665,0,0.38215016875697594,0.4062517227601821,0.39097180441880736,0.3931245653119884
chr11,94472375,94474987,2612,0,0.36483730951993476,0.34528758151087857,0.4688669703547846,0.3929972871285326
chr2,31653829,31655432,1603,0,0.4314725318308481,0.41986377216863363,0.32606707016717196,0.39246779138888455
chr15,28024008,28026555,2547,0,0.3347108575715253,0.30546693719955426,0.5371105793487637,0.39242945803994783
chr8,88520942,88522437,1495,0,0.44541526737292997,0.42201148570680336,0.3088882731979802,0.39210500875923787
chr11,114064962,114065777,815,0,0.38163415223477676,0.3664063113553713,0.4281660997886309,0.392068854459593
chr8,57327419,57329630,2211,0,0.4189666993564088,0.3906721996589088,0.3658131640919305,0.39181735436908266
chr19,59165901,59167104,1203,0,0.472526854588614,0.4547957810657001,0.24746129856654553,0.3915946447402865
chr5,81019255,81022304,3049,0,0.4311518103924828,0.41383385185194727,0.32979719320198475,0.39159428514880495
chr6,83709733,83712681,2948,0,0.34787236216338285,0.3431953980533679,0.4825386350540135,0.3912021317569214
chr6,91842991,91844081,1090,0,0.44166032138771244,0.43363064050770767,0.2973653364057902,0.3908854327670701
chr14,57699614,57700460,846,0,0.4318570209333536,0.4164942430451197,0.3242365172067973,0.3908625937284236
chr2,118710906,118711710,804,0,0.37981319363126403,0.3259712689982306,0.4666440167461972,0.3908094931252306
chr9,98973027,98973519,492,0,0.4302125072874193,0.42570655621345493,0.3161463410409779,0.39068846818061737
chr5,147274180,147275815,1635,0,0.41662583650172386,0.40047122726321865,0.3548930724743236,0.39066337874642204
chr4,139818061,139829507,11446,0,0.37483855813570394,0.3617626022469982,0.43467542560413136,0.3904255286622778
chr2,149829921,149832581,2660,0,0.33658771752026945,0.3493212959045344,0.48453220322227136,0.3901470722156917
chr10,80834589,80835348,759,0,0.42606373759094424,0.39310268757318617,0.35112811562850577,0.39009818026421206
chr5,69340074,69342061,1987,0,0.3625401112211939,0.32549698941498706,0.4817971471595323,0.38994474926523776
chr2,74710773,74712778,2005,0,0.40920415642250196,0.39956341323008354,0.3584214613786408,0.3890630103437421
chr2,172938559,172941065,2506,0,0.35135509418544586,0.3446713513815462,0.4711442618669834,0.3890569024779918
chr11,59176424,59177353,929,0,0.45388220406059365,0.4603605344789259,0.2528394624234059,0.3890274003209751
chr6,52205498,52209086,3588,0,0.42313822901341247,0.39293584785566077,0.3506698804814776,0.38891465245018364
chr3,107100789,107102768,1979,0,0.41479924340026214,0.40013336211987,0.35179724793518435,0.3889099511517722
chr4,48042633,48049271,6638,0,0.35754254714834194,0.35957847839893325,0.4494376266403558,0.38885288406254365
chr11,95796493,95797104,611,0,0.3856582452225695,0.40430064006920224,0.37564856314642886,0.38853581614606686
chr15,82070004,82070426,422,0,0.427976390531979,0.43201389426698494,0.30527137250852615,0.38842055243583
chr4,123239484,123239942,458,0,0.4702467613547527,0.5009347381239279,0.19380949197874095,0.3883303304858072
chr6,48437928,48440865,2937,0,0.3548115783358297,0.35840993203707955,0.451159285059476,0.3881269318107951
chr10,85386294,85389280,2986,0,0.3020397481175778,0.26380796546439383,0.5980594278442537,0.38796904714207514
chr4,139830302,139838076,7774,0,0.36816876795672865,0.3571576167821132,0.43811774146741983,0.3878147087354205
chr5,136231757,136232383,626,0,0.3928935966479647,0.3815424741156271,0.388019775786387,0.3874852821833263
chr19,43385740,43387236,1496,0,0.40369034896916917,0.414539215257575,0.34398705120810263,0.38740553847828224
chr14,32597070,32598320,1250,0,0.3738233652764153,0.3978304922347801,0.3899547158109675,0.3872028577740543
chr15,99096390,99099756,3366,0,0.3871112020792206,0.40058639154366726,0.373065756537347,0.3869211167200783
chr18,52528366,52529895,1529,0,0.39195548865510516,0.3601781633647797,0.4076282850588303,0.3865873123595717
chr1,184717952,184718954,1002,0,0.3655279309103506,0.3790851535366562,0.41485024471610776,0.3864877763877049
chr1,24586376,24587617,1241,0,0.41035179262503874,0.37986257891257597,0.36919671552561795,0.38647036235441085
chr7,142967409,142969648,2239,0,0.3153872522645678,0.28884457990145945,0.554524054178776,0.38625196211493446
chr13,63572105,63573965,1860,0,0.3567275462993683,0.39130493492226703,0.41062403157665156,0.38621883759942893
chr15,82211367,82213418,2051,0,0.4554568867470285,0.3951026964461586,0.30730627398800614,0.38595528572706445
chr16,94093322,94095927,2605,0,0.4024812103133889,0.3967561367903952,0.3585228124074182,0.3859200531704008
chr5,64158990,64161645,2655,0,0.3821972392329106,0.35870186997098424,0.4165985828489675,0.3858325640176208
chr5,147185230,147192543,7313,0,0.3859689704470927,0.3719353805618957,0.3995922885142594,0.3858322131744159
chr15,79162931,79164242,1311,0,0.40100187474633847,0.4090652691249501,0.3472439020334844,0.38577034863492426
chr13,117024026,117026029,2003,0,0.43631296347684484,0.4381719912434097,0.28277144934130016,0.3857521346871849
chr5,67230306,67231351,1045,0,0.40843504543537124,0.398288038875914,0.35024713723800954,0.38565674051643156
chr14,57057052,57058345,1293,0,0.3530956823265223,0.34282142169609114,0.461024007630528,0.3856470372177138
chr15,7815308,7816323,1015,0,0.3411762082296404,0.379849933091496,0.43545214534562027,0.3854927622222522
chr8,46738959,46741801,2842,0,0.43301274595326883,0.4047499971460836,0.31839431152755304,0.3853856848756352
chr17,62879352,62884553,5201,0,0.40152452234908664,0.4013740722630393,0.352972633664292,0.3852904094254726
chr2,38338579,38341145,2566,0,0.444969579460168,0.4178914835656147,0.2928483790595744,0.385236480695119
